movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
Vacancy,20-Apr-07,"Mystery,Thriller,Horror",10,3,14,54,27,11,191,8.6
Once Upon a Time in Mexico,12-Sep-03,"Action,Drama,Thriller,Western",9,5,20,56,23,8,186,8.8
Desperado,25-Aug-95,"Action,Drama,Thriller,Romance,Crime",11,1,6,55,21,3,170,8.7
The Bucket List,25-Dec-07,"Adventure,Drama,Comedy",17,12,5,42,34,17,126,7.4
The Sitter,9-Dec-11,Comedy,11,14,4,39,40,22,93,7.1
City of Angels,10-Apr-98,"Thriller,Fantasy,Romance",11,1,10,54,12,10,123,8.6
The Gallows,10-Jul-15,"Thriller,Horror",6,13,3,30,20,45,77,6.2
Fanboys,6-Feb-09,"Adventure,Drama,Comedy",14,4,6,45,22,13,91,7.7
Eight Legged Freaks,17-Jul-02,"Action,Sci-Fi,Thriller,Horror,Comedy",13,4,15,53,14,9,98,8.5
88 Minutes,18-Apr-08,"Drama,Mystery,Thriller",2,25,0,17,25,48,48,4.9
From Paris with Love,5-Feb-10,"Action,Thriller,Crime",16,9,7,42,33,9,74,7.4
My Little Pony: The Movie,6-Oct-17,"Adventure,Fantasy,Comedy,Animation,Family,Musical",2,7,4,39,14,20,80,7.1
Bicentennial Man,17-Dec-99,"Sci-Fi,Drama,Fantasy,Romance,Family",14,10,7,42,20,6,59,7.4
Buffy the Vampire Slayer,31-Jul-92,"Action,Horror,Comedy",11,4,2,48,12,8,60,8
After.Life,9-Apr-10,"Drama,Thriller,Horror",13,6,2,36,18,13,41,6.8
Big Momma's House,2-Jun-00,"Action,Comedy,Crime",7,13,7,33,28,8,28,6.5
Halloween 5: The Revenge of Michael Myers,13-Oct-89,"Thriller,Horror",2,7,1,28,30,8,26,6
The Net,28-Jul-95,"Action,Drama,Mystery,Thriller,Crime",8,5,9,51,12,2,41,8.3
The Devil's Own,26-Mar-97,"Drama,Thriller,Crime",13,2,11,53,10,3,41,8.5
How to Lose Friends & Alienate People,3-Oct-08,"Comedy,Romance",11,10,4,35,17,5,32,6.7
Flipped,6-Aug-10,"Drama,Comedy,Romance",11,2,11,45,10,3,38,7.7
Swept Away,11-Oct-02,"Comedy,Romance",4,21,2,18,6,21,24,5
A Nightmare on Elm Street 3: Dream Warriors,27-Feb-87,"Action,Thriller,Fantasy,Horror",6,2,3,49,8,2,37,8.1
Let's Go to Prison,17-Nov-06,"Comedy,Crime",3,9,1,27,11,11,24,5.9
A Good Old Fashioned Orgy,2-Sep-11,Comedy,11,9,6,44,7,3,30,7.6
Hellraiser,18-Sep-87,"Thriller,Horror",4,2,10,57,5,0,27,8.9
Stockholm,12-Apr-19,"Biography,Drama,History,Comedy,Crime",12,0,6,54,2,1,28,8.6
Godzilla 2000,18-Aug-00,"Action,Adventure,Sci-Fi,Thriller,Horror",14,3,6,41,4,3,22,7.3
Gods and Generals,21-Feb-03,"Action,Drama,History,War",10,18,1,30,3,10,16,6.2
Max Keeble's Big Move,5-Oct-01,"Comedy,Family",4,9,6,40,5,4,18,7.2
Friday the 13th Part III,13-Aug-82,"Thriller,Horror",3,4,0,30,7,7,12,6.2
Recess: School's Out,16-Feb-01,"Sci-Fi,Mystery,Comedy,Animation,Family",10,3,7,43,5,3,17,7.5
An American Rhapsody,10-Aug-01,Drama,16,1,5,51,0,4,20,8.3
The American Astronaut,5-Sep-01,"Sci-Fi,Comedy,Musical",5,3,6,51,0,3,20,8.3
The Nightmare,5-Jun-15,Documentary,7,0,11,68,7,11,4,3.6
Pawn Shop Chronicles,12-Jul-13,"Action,Drama,Comedy,Crime",1,8,1,26,8,3,10,5.8
Love the Hard Way,6-Jun-03,"Drama,Romance,Crime",12,4,4,42,1,3,14,7.4
Arthur Newman,26-Apr-13,"Drama,Comedy",14,4,5,42,4,2,12,7.4
B. Monkey,10-Sep-99,"Thriller,Romance,Crime",5,1,4,49,3,1,13,8.1
When Do We Eat?,7-Apr-06,Comedy,7,6,2,37,0,4,11,6.9
Bitter Harvest,24-Feb-17,"Drama,Romance,War",12,5,0,34,2,4,9,6.6
Hanging Up,18-Feb-00,"Drama,Comedy",11,13,6,33,7,1,7,6.5
Impostor,4-Jan-02,"Action,Sci-Fi,Drama,Thriller",8,13,5,33,4,2,9,6.5
Head of State,28-Mar-03,Comedy,16,8,8,44,4,1,9,7.6
Thr3e,5-Jan-07,"Drama,Mystery,Thriller,Horror",6,6,1,34,7,1,6,6.6
Hounddog,19-Sep-08,"Drama,Music",6,10,2,31,2,4,6,6.3
Call Me Kuchu,14-Jun-13,"Drama,Documentary",1,0,14,80,2,5,4,4.8
Scratch,15-Feb-02,"Music,Documentary",1,0,22,77,1,6,4,4.5
Woman at War,1-Mar-19,"Action,Adventure,Drama,Thriller,Comedy",2,0,22,81,0,4,5,4.9
Then Came You,1-Feb-19,"Adventure,Drama,Comedy",3,1,3,44,0,1,8,7.6
5 Star Day,4-Nov-11,Drama,3,3,3,41,0,2,7,7.3
Returner,17-Oct-03,"Action,Adventure,Sci-Fi",9,7,1,36,5,0,4,6.8
Turner & Hooch,28-Jul-89,"Drama,Thriller,Comedy,Crime",7,8,2,36,2,1,6,6.8
10th & Wolf,18-Aug-06,"Drama,Mystery,Thriller,Crime",5,4,1,36,4,0,5,6.8
All About the Benjamins,8-Mar-02,"Action,Thriller,Comedy,Crime",10,12,4,34,2,2,5,6.6
Tommy Boy,31-Mar-95,"Adventure,Comedy",9,5,6,46,2,0,6,7.8
Perrier's Bounty,21-May-10,"Drama,Comedy,Crime",7,2,3,47,2,0,5,7.9
One Last Thing...,5-May-06,"Drama,Comedy",10,4,3,44,0,1,6,7.6
The Ultimate Life,6-Sep-13,Drama,0,7,0,19,3,2,2,5.1
Hellraiser III: Hell on Earth,11-Sep-92,Horror,5,2,5,50,0,1,5,8.2
Bootmen,6-Oct-00,"Drama,Comedy,Romance",8,3,3,45,0,1,5,7.7
A Family Man,28-Jul-17,Drama,2,5,0,21,5,0,1,5.3
The Women's Balcony,3-Mar-17,"Drama,Comedy",0,0,13,74,0,2,3,4.2
Measure of a Man,11-May-18,"Drama,Comedy",5,2,5,53,1,0,3,8.5
Night Hunter,6-Sep-19,"Action,Thriller",4,6,0,31,1,1,2,6.3
Ghostbusters,15-Jul-16,"Action,Sci-Fi,Fantasy,Comedy",19,3,30,60,219,"1,285",430,2.9
Chappie,6-Mar-15,"Action,Sci-Fi,Thriller,Comedy",20,11,8,41,188,86,553,7.2
King Arthur: Legend of the Sword,12-May-17,"Action,Adventure,Drama,Fantasy",28,11,6,41,118,60,400,7.2
Troy,14-May-04,"Action,Romance",21,4,18,56,72,16,469,8.7
2 Fast 2 Furious,6-Jun-03,"Action,Thriller,Crime",15,14,7,38,125,79,264,6.9
Shoot 'Em Up,7-Sep-07,"Action,Adventure,Thriller,Comedy,Crime",9,7,13,49,24,43,328,8
Total Recall,1-Jun-90,"Action,Adventure,Sci-Fi,Thriller",4,2,11,57,23,8,330,8.8
Love Actually,7-Nov-03,"Drama,Comedy,Romance",16,4,21,55,33,16,296,8.6
Yes Man,19-Dec-08,"Comedy,Romance",18,4,8,46,61,19,243,7.7
RocknRolla,8-Oct-08,"Action,Crime",9,4,15,53,33,15,254,8.4
The Last Witch Hunter,23-Oct-15,"Action,Adventure,Fantasy",7,12,3,34,77,44,130,6.5
Just Go with It,11-Feb-11,"Comedy,Romance",15,13,3,33,62,43,127,6.4
Super,1-Apr-11,"Action,Drama,Comedy",13,4,10,50,36,10,152,8.1
Mrs. Doubtfire,24-Nov-93,"Drama,Comedy,Family",5,3,8,53,24,2,157,8.4
The Brothers Bloom,15-May-09,"Adventure,Drama,Comedy,Romance",12,1,13,55,20,13,149,8.6
King Arthur,7-Jul-04,"Action,Adventure,Drama,History,War",21,8,12,46,35,16,112,7.7
The Time Traveler's Wife,14-Aug-09,"Drama,Mystery,Fantasy,Romance",17,5,9,47,33,8,110,7.8
Underworld: Blood Wars,6-Jan-17,"Action,Horror",6,11,0,23,52,42,52,5.4
The Thing,25-Jun-82,"Sci-Fi,Mystery,Horror",2,3,8,57,5,1,128,8.8
"Dude, Where's My Car?",15-Dec-00,"Action,Sci-Fi,Mystery,Comedy",8,8,1,30,25,36,68,6.1
Old Dogs,25-Nov-09,"Comedy,Family",5,16,1,19,22,53,49,5
Silent House,9-Mar-12,Horror,18,4,8,49,22,11,82,8
The Princess Diaries,3-Aug-01,"Thriller,Comedy,Romance,Family",14,3,10,52,19,8,87,8.3
Obsessed,24-Apr-09,"Drama,Thriller",7,5,0,25,24,34,46,5.6
Waiting...,7-Oct-05,Comedy,11,12,3,30,16,27,54,6.1
The Words,7-Sep-12,"Drama,Thriller,Romance",18,9,3,37,29,10,55,6.8
Wish I Was Here,18-Jul-14,"Drama,Comedy",16,10,8,43,21,5,57,7.4
Peppermint,7-Sep-18,"Action,Drama,Thriller",10,15,1,29,23,14,44,6
Kangaroo Jack,17-Jan-03,"Adventure,Comedy,Crime",5,20,0,16,14,34,27,4.7
Not Another Teen Movie,14-Dec-01,Comedy,8,11,3,32,22,15,35,6.3
U Turn,3-Oct-97,"Drama,Thriller,Crime",7,4,9,54,10,2,58,8.5
Odd Thomas,28-Feb-14,"Mystery,Thriller,Horror,Comedy",8,2,1,45,15,4,50,7.6
Jaws 2,16-Jun-78,"Adventure,Drama,Thriller,Horror",8,0,4,51,13,3,46,8.2
Georgia Rule,11-May-07,"Drama,Comedy,Romance",9,18,2,25,3,25,32,5.6
The Divide,13-Jan-12,"Sci-Fi,Thriller",4,12,1,28,18,11,27,5.9
Sphere,13-Feb-98,"Sci-Fi,Mystery,Thriller",10,11,0,35,17,6,32,6.6
Cuban Fury,11-Apr-14,Comedy,11,1,9,52,5,5,43,8.3
Coyote Ugly,4-Aug-00,"Drama,Comedy,Romance,Music",9,17,3,27,16,12,22,5.8
The Human Stain,31-Oct-03,"Thriller,Romance",18,2,19,57,7,3,38,8.8
The Protector,8-Sep-06,"Action,Drama,Thriller,Crime",9,4,9,52,9,1,38,8.3
Everly,27-Feb-15,"Action,Thriller",8,6,4,35,15,9,23,6.6
My Life Without Me,26-Sep-03,"Drama,Romance",10,3,18,57,2,3,41,8.8
The Unbelievers,29-Nov-13,"Biography,History,Documentary,News",2,4,1,32,5,12,27,6.3
Gentlemen Broncos,30-Oct-09,Comedy,7,13,1,28,3,14,27,5.9
The Great Raid,12-Aug-05,"Action,Drama,War",14,5,10,48,6,5,30,7.9
Latter Days,30-Jan-04,"Drama,Comedy,Romance",9,5,7,45,7,3,27,7.6
Bubble Boy,24-Aug-01,"Adventure,Comedy,Romance",8,9,4,41,8,5,22,7.2
Big Trouble in Little China,2-Jul-86,"Action,Adventure,Fantasy,Comedy",7,3,4,53,7,0,26,8.4
Soaked in Bleach,11-Jun-15,"Drama,Mystery,Crime,Music,Documentary",4,1,2,50,1,5,26,8.1
Lolita,22-Jul-98,"Drama,Romance",8,3,6,46,6,1,25,7.7
National Lampoon's Christmas Vacation,1-Dec-89,Comedy,10,3,5,49,4,1,21,8
Life as a House,26-Oct-01,"Drama,Romance",20,4,8,45,8,0,18,7.6
Barefoot,21-Feb-14,"Drama,Comedy,Romance",3,9,0,22,7,9,10,5.3
It's All Gone Pete Tong,15-Apr-05,"Drama,Comedy,Music",13,2,7,56,3,1,20,8.7
Cool World,10-Jul-92,"Fantasy,Comedy,Animation",5,11,0,28,7,6,11,5.9
Phantom,22-Nov-02,Drama,5,3,1,36,0,6,17,6.7
October Baby,23-Mar-12,Drama,7,6,1,32,2,6,13,6.3
Summer Storm,14-Oct-05,"Drama,Sport,Comedy,Romance",5,3,8,51,1,2,16,8.2
6 Souls,5-Apr-13,"Mystery,Thriller,Horror",5,5,0,28,5,3,11,5.9
The Art of Racing in the Rain,9-Aug-19,"Drama,Sport,Comedy,Romance",19,6,6,43,3,2,13,7.4
Return to Me,7-Apr-00,"Drama,Comedy,Romance",14,2,17,54,2,0,12,8.5
Hope Floats,29-May-98,"Drama,Romance",11,4,4,42,2,2,9,7.3
Post Grad,21-Aug-09,Comedy,13,10,2,35,6,1,6,6.6
Even Money,18-May-07,"Drama,Crime",5,4,1,34,0,4,7,6.5
My First Mister,12-Oct-01,"Drama,Comedy,Romance",9,7,11,48,0,1,9,7.9
Shirin in Love,14-Mar-14,"Comedy,Romance",2,6,1,29,1,3,6,6
Noel,12-Nov-04,Drama,5,9,1,29,3,2,5,6
"Hale County This Morning, This Evening",14-Sep-18,Documentary,2,0,17,85,5,2,2,5.4
Another Happy Day,18-Nov-11,Drama,8,4,6,46,2,0,7,7.7
They're Watching,25-Mar-16,"Thriller,Horror,Comedy",1,5,1,39,4,0,4,7
Goats,10-Aug-12,Comedy,11,2,0,38,3,1,4,6.9
The Assignment,7-Apr-17,"Action,Thriller,Crime",6,9,5,34,6,0,2,6.5
The Chaperone,18-Feb-11,"Comedy,Family",6,4,1,33,0,3,4,6.4
Savannah,23-Aug-13,"Drama,History,Family",4,7,0,25,3,1,3,5.6
Lumumba,27-Jun-01,"Biography,Drama,History,War",1,0,21,78,0,3,3,4.7
Damascus Cover,20-Jul-18,"Action,Mystery,Thriller",6,2,0,36,0,2,4,6.7
Reach Me,21-Nov-14,Drama,2,12,0,21,4,1,1,5.2
The Chambermaid,26-Jun-19,Drama,1,0,10,81,1,2,2,5
The Last Shot,24-Sep-04,Comedy,12,3,7,47,1,0,3,7.8
A Slipping-Down Life,14-May-04,"Drama,Romance,Music",15,6,5,44,2,0,2,7.5
Sucker Punch,25-Mar-11,"Action,Thriller,Fantasy",10,15,4,33,179,210,482,6.3
Scream 3,4-Feb-00,"Mystery,Thriller,Horror,Comedy",10,7,15,56,73,24,397,8.6
Lockout,13-Apr-12,"Action,Sci-Fi,Thriller",16,6,10,48,83,21,206,7.8
Legend,20-Nov-15,"Biography,Drama,Thriller,Romance,Crime",15,3,13,55,60,5,241,8.5
Saw 3D,29-Oct-10,"Mystery,Thriller,Horror,Crime",5,10,2,24,93,86,106,5.4
Halloween II,30-Oct-81,"Thriller,Horror",6,4,1,40,45,43,170,7
National Treasure,19-Nov-04,"Action,Adventure,Thriller",15,13,7,39,59,17,128,6.9
This Means War,17-Feb-12,"Action,Comedy,Romance",18,15,3,31,63,34,90,6.1
Punisher: War Zone,5-Dec-08,"Action,Drama,Thriller,Crime",10,12,2,30,47,42,86,6
Green Street Hooligans,9-Sep-05,"Drama,Crime",10,2,10,55,13,11,146,8.5
Shanghai Knights,7-Feb-03,"Action,Adventure,Comedy,Western",10,3,20,58,22,7,137,8.8
Psycho,4-Dec-98,"Mystery,Thriller,Horror",11,4,8,47,18,31,116,7.7
The Texas Chainsaw Massacre: The Beginning,6-Oct-06,"Thriller,Horror",7,11,0,30,29,49,85,6
Runaway Jury,17-Oct-03,"Drama,Thriller",11,1,26,61,15,2,143,9.1
Mimic,22-Aug-97,"Sci-Fi,Horror",7,2,6,55,28,6,119,8.5
The Benchwarmers,7-Apr-06,"Sport,Comedy,Family",5,11,1,25,18,50,64,5.5
Dead Silence,16-Mar-07,"Mystery,Thriller,Horror",6,8,1,34,32,27,70,6.4
Field of Dreams,21-Apr-89,"Drama,Sport,Fantasy,Family",8,2,8,57,14,4,105,8.7
Wall Street,11-Dec-87,"Drama,Crime",6,2,8,56,12,3,103,8.6
Grudge Match,25-Dec-13,"Sport,Comedy",17,12,3,35,30,14,56,6.5
Champs,13-Mar-15,"Sport,Documentary",7,0,7,59,6,7,84,8.9
Spirit: Stallion of the Cimarron,24-May-02,"Adventure,Romance,Western,Animation,Family",8,6,15,52,13,4,80,8.2
Monster's Ball,26-Dec-01,"Drama,Romance",6,1,25,69,14,47,35,3.9
Kickin It Old Skool,27-Apr-07,Comedy,3,11,0,18,4,47,42,4.8
Nim's Island,4-Apr-08,"Adventure,Comedy,Family",11,1,12,55,14,3,71,8.5
Evita,25-Dec-96,"Biography,Drama,Musical",12,3,8,45,8,14,58,7.5
Cassandra's Dream,18-Jan-08,"Drama,Thriller,Romance,Crime",14,6,11,49,14,6,57,7.9
Pee-wee's Big Adventure,9-Aug-85,"Adventure,Fantasy,Comedy,Family",1,4,9,47,9,6,54,7.7
The Relic,10-Jan-97,"Thriller,Horror",7,2,5,55,11,2,49,8.5
Tristan and Isolde,13-Jan-06,"Action,Adventure,Drama,Romance",14,6,10,49,10,3,39,7.9
Bella,26-Oct-07,"Drama,Romance",9,4,5,47,6,7,34,7.7
The Burning Plain,18-Sep-09,"Drama,Romance,Crime",7,6,5,45,9,5,33,7.5
Rob Roy,7-Apr-95,"Action,Biography,Drama,History,Romance,War",11,2,6,55,8,1,36,8.5
Playing for Keeps,7-Dec-12,"Drama,Sport,Comedy,Romance",11,15,0,27,8,16,21,5.7
Confidence,25-Apr-03,"Thriller,Crime",11,4,20,59,2,2,37,8.9
The Angriest Man in Brooklyn,23-May-14,"Drama,Comedy",0,13,0,21,13,13,12,5.1
College Road Trip,7-Mar-08,"Adventure,Drama,Comedy,Family",9,9,2,36,5,9,22,6.6
Get Over It,9-Mar-01,"Comedy,Romance",4,4,6,52,4,4,26,8.2
Flypaper,19-Aug-11,"Comedy,Crime",7,3,0,37,7,5,22,6.7
Confessions of a Teenage Drama Queen,20-Feb-04,"Comedy,Romance,Music,Family",13,9,1,33,7,9,17,6.3
Delta Farce,11-May-07,"Action,Adventure,Comedy",2,13,0,17,4,16,12,4.7
Murder at 1600,18-Apr-97,"Action,Drama,Mystery,Thriller,Crime",12,1,4,47,10,1,20,7.7
Mr 3000,17-Sep-04,"Drama,Sport,Comedy,Romance",13,1,13,57,4,2,23,8.7
Chapter 27,28-Mar-08,"Drama,Crime",7,8,4,32,7,6,12,6.2
Saint Judy,1-Mar-19,"Biography,Drama",4,0,3,51,0,2,21,8.1
The English Teacher,17-May-13,"Drama,Comedy",7,3,3,42,8,1,11,7.2
Zerophilia,13-Oct-06,"Comedy,Romance",4,3,2,41,2,4,14,7.1
London Fields,26-Oct-18,"Mystery,Thriller,Crime",4,8,0,16,4,9,7,4.6
Mouth to Mouth,19-May-06,Drama,5,2,3,47,2,3,14,7.7
Gracie,1-Jun-07,"Drama,Sport",16,2,7,52,2,2,14,8.2
Jakob the Liar,24-Sep-99,"Drama,Comedy,War",14,6,5,40,7,1,9,7
Howard the Duck,1-Aug-86,"Action,Adventure,Sci-Fi,Comedy,Romance",6,14,1,28,7,4,6,5.8
A Merry Friggin' Christmas,7-Nov-14,Comedy,1,9,1,28,9,2,6,5.8
Instinct,4-Jun-99,Drama,15,6,2,43,4,1,10,7.3
Dickie Roberts: Former Child Star,5-Sep-03,Comedy,16,12,3,36,1,4,9,6.6
Kill Me Later,14-Sep-01,"Drama,Thriller,Romance,Crime",4,3,1,34,5,2,7,6.4
Lambert & Stamp,3-Apr-15,"Biography,History,Music,Documentary",2,1,19,75,6,5,2,4.5
Cowards Bend the Knee or The Blue Hands,11-Aug-04,"Drama,Romance",1,0,9,82,2,4,6,5.2
The Chamber,11-Oct-96,"Drama,Thriller",14,1,3,45,4,0,8,7.5
Police Academy 2: Their First Assignment,29-Mar-85,Comedy,5,3,0,39,4,0,8,6.9
Real Women Have Curves,18-Oct-02,"Drama,Comedy",6,0,22,71,1,7,3,4.1
Where Hope Grows,15-May-15,Drama,5,3,0,41,2,2,7,7.1
Overboard,16-Dec-87,"Comedy,Romance",7,2,4,53,1,0,9,8.3
The Musketeer,7-Sep-01,"Action,Adventure,Drama,Romance",7,14,2,27,4,2,4,5.7
Argento's Dracula 3D,4-Oct-13,"Thriller,Horror,Romance",2,9,0,25,1,4,5,5.5
Queen of the Lot,3-Dec-10,"Drama,Comedy",7,1,1,42,0,2,7,7.2
Road House,19-May-89,"Action,Thriller",4,8,3,36,2,2,5,6.6
Who We Are Now,25-May-18,Drama,0,0,7,83,3,2,3,5.3
My Girl,27-Nov-91,"Drama,Comedy,Romance,Family",14,1,6,56,0,0,8,8.6
All Over the Guy,10-Aug-01,"Comedy,Romance",7,6,7,46,0,1,7,7.6
Beneath,16-Jul-13,"Thriller,Horror",5,2,1,40,1,1,6,7
Kadosh,12-May-00,Drama,2,0,14,70,0,4,3,4
Self Medicated,31-Aug-07,"Biography,Drama",7,2,7,51,0,1,6,8.1
August,11-Jul-08,Drama,4,4,2,39,2,0,5,6.9
Rigor Mortis,6-Jun-14,"Action,Drama,Horror",5,1,2,53,0,0,6,8.3
Dorian Blues,23-Sep-05,Comedy,13,1,2,52,1,0,4,8.2
Nothing Like the Holidays,12-Dec-08,"Drama,Comedy,Romance",12,2,10,50,0,0,5,8
Dedication,24-Aug-07,"Drama,Comedy,Romance",7,5,7,50,1,0,4,8
Katie Says Goodbye,7-Jun-19,Drama,4,1,2,53,0,0,4,8.3
Gung Ho,14-Mar-86,"Drama,Comedy",7,0,2,48,1,0,3,7.8
Programming the Nation?,19-Aug-11,Documentary,4,5,1,33,0,1,3,6.3
Captain Marvel,8-Mar-19,"Action,Adventure,Sci-Fi,Fantasy",23,1,32,64,651,"2,837","1,302",3.5
Kick-Ass 2,16-Aug-13,"Action,Thriller,Comedy,Crime",20,10,5,41,162,74,445,7
Mr. & Mrs. Smith,10-Jun-05,"Action,Thriller,Comedy,Romance",15,5,21,55,89,47,497,8.4
Magnolia,17-Dec-99,Drama,6,1,27,77,17,259,279,4.8
The Green Hornet,14-Jan-11,"Action,Thriller,Crime",17,12,10,39,149,77,296,6.8
The Fountain,22-Nov-06,"Sci-Fi,Drama,Romance",14,7,15,51,46,63,412,8
Big Fish,10-Dec-03,"Adventure,Drama,Fantasy",15,3,24,58,31,8,336,8.7
Saw II,28-Oct-05,"Mystery,Thriller,Horror",12,10,6,40,89,49,229,6.9
Back to the Future Part III,25-May-90,"Adventure,Sci-Fi,Comedy,Western",4,3,12,55,32,6,328,8.4
The Rock,7-Jun-96,"Action,Adventure,Thriller",8,2,14,58,29,12,299,8.7
The Terminal,18-Jun-04,"Drama,Comedy,Romance",13,5,23,55,40,10,268,8.4
The Mortal Instruments: City of Bones,21-Aug-13,"Action,Adventure,Drama,Mystery,Fantasy,Romance",17,16,2,33,51,93,169,6.2
Escape Plan,18-Oct-13,"Action,Sci-Fi,Drama,Mystery,Thriller,Crime",18,5,10,49,65,10,224,7.8
Dracula,13-Nov-92,"Horror,Romance",4,3,10,57,31,13,248,8.6
Friday the 13th,13-Feb-09,Horror,15,13,1,34,97,51,141,6.3
Hitman,21-Nov-07,"Action,Drama,Thriller,Crime",8,11,3,35,67,55,153,6.4
True Romance,10-Sep-93,"Thriller,Romance,Crime",4,3,12,59,19,6,209,8.8
Meet the Fockers,22-Dec-04,"Comedy,Romance",24,6,4,41,58,34,132,7
Vacation,29-Jul-15,"Adventure,Comedy",14,14,5,34,50,52,122,6.3
The Break-Up,2-Jun-06,"Drama,Comedy,Romance",24,6,7,45,43,32,145,7.4
Blast from the Past,12-Feb-99,"Drama,Comedy,Romance",9,3,7,48,7,38,153,7.7
Unleashed,13-May-05,"Action,Drama,Thriller,Romance,Crime,Music",11,2,18,58,9,10,158,8.7
A Haunted House,11-Jan-13,"Horror,Comedy",2,13,1,20,43,62,67,4.9
P.S. I Love You,21-Dec-07,"Drama,Romance",12,9,3,39,25,35,105,6.8
Bringing Out the Dead,22-Oct-99,"Drama,Thriller",9,0,25,70,14,55,46,4.1
Broken Arrow,9-Feb-96,"Action,Adventure,Thriller",8,2,11,61,12,65,28,3.2
Atlas Shrugged: Part I,15-Apr-11,"Sci-Fi,Drama,Mystery",7,11,1,28,6,39,60,5.7
The Ruins,4-Apr-08,"Thriller,Horror",9,2,4,44,14,16,66,7.3
Swingers,18-Oct-96,"Drama,Comedy",5,0,20,71,10,46,39,4.2
Mr. Deeds,28-Jun-02,"Comedy,Romance",10,18,5,24,30,27,37,5.3
Monte Carlo,1-Jul-11,"Adventure,Comedy,Romance",15,4,4,43,19,12,50,7.2
The Cobbler,13-Mar-15,"Drama,Fantasy,Comedy",6,14,2,23,29,23,27,5.2
The Shape of Things,9-May-03,"Drama,Comedy,Romance",13,4,18,59,4,7,66,8.8
Bait,15-Sep-00,"Action,Thriller,Crime",16,8,4,39,2,68,6,1
The Collection,30-Nov-12,"Action,Thriller,Horror",9,4,3,38,18,12,45,6.7
Bridget Jones: The Edge of Reason,12-Nov-04,"Comedy,Romance",17,11,9,44,23,6,45,7.3
Bangkok Dangerous,5-Sep-08,"Action,Thriller,Crime",7,9,0,24,22,22,25,5.3
Shaft,16-Jun-00,"Action,Thriller,Crime",14,5,14,50,20,2,43,7.9
Walking Tall,2-Apr-04,"Action,Biography,Drama,Thriller,Comedy",16,9,6,44,27,2,36,7.3
Pretty in Pink,28-Feb-86,"Drama,Comedy,Romance",3,2,7,57,6,1,50,8.6
35 Shots of Rum,16-Sep-09,Drama,1,0,16,92,6,17,33,6.3
The Art of Getting By,17-Jun-11,Romance,9,13,6,36,15,9,29,6.5
A Love Song for Bobby Long,29-Dec-04,Drama,15,6,10,48,10,5,34,7.7
Pet Sematary,21-Apr-89,"Thriller,Horror",5,6,1,38,21,2,26,6.7
Flight of the Red Balloon,4-Apr-08,"Drama,Family",0,0,23,86,8,16,24,5.7
Enduring Love,29-Oct-04,"Drama,Thriller",16,1,21,61,2,2,40,9
Criminal,10-Sep-04,"Drama,Thriller,Comedy,Crime",16,0,19,61,2,3,38,9
Pinocchio,25-Dec-02,"Fantasy,Comedy,Family",2,13,0,11,2,24,14,4
Orgazmo,23-Oct-98,"Sci-Fi,Comedy",9,3,5,48,1,8,30,7.7
Black or White,30-Jan-15,Drama,13,7,10,45,6,4,26,7.4
Life Itself,21-Sep-18,"Drama,Romance",8,30,1,21,3,17,16,5
Can't Hardly Wait,12-Jun-98,"Comedy,Romance",8,3,6,52,6,3,21,8.1
Appleseed,14-Jan-05,"Action,Sci-Fi,Animation",14,3,0,40,5,5,20,6.9
Flatliners,10-Aug-90,"Sci-Fi,Drama,Thriller,Horror",2,2,6,55,5,1,22,8.4
A Long Way Down,11-Jul-14,"Drama,Comedy",10,9,2,34,6,3,14,6.3
Best Night Ever,31-Jan-14,Comedy,1,7,0,17,3,11,6,4.6
Snow Cake,27-Apr-07,"Drama,Romance",8,0,7,54,3,0,16,8.3
Skinwalkers,10-Aug-07,"Action,Thriller,Fantasy,Horror",5,5,1,33,5,4,8,6.2
Cat People,2-Apr-82,"Drama,Thriller,Fantasy,Horror,Romance",7,1,8,62,0,0,16,9.1
Charlotte Gray,28-Dec-01,"Drama,Thriller,Romance,War",17,3,8,48,4,1,10,7.7
The Embalmer,18-Jul-03,"Drama,Romance",2,0,14,71,0,0,13,10
Path of Blood,13-Jul-18,Documentary,3,1,7,63,0,1,11,9.2
The Flying Scotsman,29-Dec-06,"Drama,Sport",11,2,5,49,1,1,10,7.8
Sexual Dependency,23-Feb-05,Drama,6,1,1,44,0,3,9,7.3
On the Line,26-Oct-01,"Comedy,Romance,Family",14,8,1,34,3,3,6,6.3
Mountain,11-May-18,Documentary,0,0,13,82,3,3,5,5.3
The Good Guy,19-Feb-10,"Comedy,Romance",5,3,5,47,2,1,8,7.6
The Oh in Ohio,14-Jul-06,"Drama,Comedy,Romance",8,4,8,48,2,0,8,7.7
Gypsy 83,16-Apr-04,Drama,6,2,5,47,0,2,7,7.6
I Still See You,12-Oct-18,"Thriller,Fantasy",2,5,0,31,2,2,5,6
Jane Fonda in Five Acts,21-Sep-18,Documentary,0,0,8,87,0,3,5,5.8
Blame,5-Jan-18,Drama,3,2,5,54,2,0,6,8.3
The Wayward Cloud,23-Feb-07,"Sci-Fi,Drama,Comedy,Musical",2,3,4,45,1,1,6,7.4
Two Weeks,1-Dec-06,"Drama,Comedy",7,3,3,44,0,2,5,7.3
Breakfast of Champions,17-Sep-99,Comedy,9,6,2,42,1,1,5,7.1
